Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,PSH,PSD,PSA,PSCH,PSCD,PSCA,AvgH,AvgD,AvgA,AvgCH,AvgCD,AvgCA,P>2.5,P<2.5,PC>2.5,PC<2.5,Avg>2.5,Avg<2.5,AvgC>2.5,AvgC<2.5,AHh,AHCh,PAHH,PAHA,PCAHH,PCAHA
D1,18/08/17,Bayern Munich,Leverkusen,3,1,13,19,8,4,1.26,6.75,12.3,1.28,6.7,11.3,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Hamburg,Augsburg,1,0,11,13,5,1,2.19,3.35,3.7,2.32,3.32,3.47,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Hertha,Stuttgart,2,0,10,9,3,2,2.07,3.58,3.82,2.02,3.6,4.07,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Hoffenheim,Werder Bremen,1,0,14,11,3,2,1.81,4.12,4.38,1.85,4.19,4.12,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Mainz,Hannover,0,1,14,6,6,2,1.99,3.53,4.2,1.85,3.75,4.65,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Schalke 04,RB Leipzig,2,0,11,12,5,3,2.91,3.43,2.57,2.85,3.48,2.62,,,,,,,,,,,,,,,,,,,,
D1,19/08/17,Wolfsburg,Dortmund,0,3,9,13,0,5,4.24,4.12,1.83,4.07,3.81,1.95,,,,,,,,,,,,,,,,,,,,
D1,20/08/17,Freiburg,Ein Frankfurt,0,0,7,15,1,2,2.56,3.3,3.02,2.94,3.17,2.74,,,,,,,,,,,,,,,,,,,,
D1,20/08/17,M'gladbach,FC Koln,1,0,22,13,8,2,1.94,3.65,4.32,1.8,3.85,4.89,,,,,,,,,,,,,,,,,,,,
D1,25/08/17,FC Koln,Hamburg,1,3,20,12,6,4,2.03,3.52,4.12,2.04,3.47,4.11,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Augsburg,M'gladbach,2,2,24,15,9,3,3.46,3.44,2.27,3.46,3.44,2.27,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Dortmund,Hertha,2,0,18,7,8,4,1.38,5.35,9.23,1.41,5.24,8.4,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Ein Frankfurt,Wolfsburg,0,1,12,7,6,3,2.29,3.45,3.4,2.23,3.35,3.65,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Leverkusen,Hoffenheim,2,2,16,6,3,4,2.08,3.87,3.55,1.97,4.06,3.75,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Stuttgart,Mainz,1,0,17,13,4,6,2.32,3.56,3.25,2.47,3.56,2.99,,,,,,,,,,,,,,,,,,,,
D1,26/08/17,Werder Bremen,Bayern Munich,0,2,4,19,1,8,13.18,6.83,1.25,13.11,7.11,1.25,,,,,,,,,,,,,,,,,,,,
D1,27/08/17,Hannover,Schalke 04,1,0,11,8,3,1,3.44,3.53,2.24,3.11,3.39,2.47,,,,,,,,,,,,,,,,,,,,
D1,27/08/17,RB Leipzig,Freiburg,4,1,29,7,11,2,1.36,5.25,10.44,1.38,5.17,9.82,,,,,,,,,,,,,,,,,,,,
D1,08/09/17,Hamburg,RB Leipzig,0,2,9,19,2,4,3.88,3.76,2.01,4.26,3.98,1.87,,,,,,,,,,,,,,,,,,,,
D1,09/09/17,Augsburg,FC Koln,3,0,10,13,4,3,2.36,3.41,3.3,2.25,3.47,3.49,,,,,,,,,,,,,,,,,,,,
