Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,PSH,PSD,PSA,PSCH,PSCD,PSCA,AvgH,AvgD,AvgA,AvgCH,AvgCD,AvgCA,P>2.5,P<2.5,PC>2.5,PC<2.5,Avg>2.5,Avg<2.5,AvgC>2.5,AvgC<2.5,AHh,AHCh,PAHH,PAHA,PCAHH,PCAHA
SP1,15/08/2026,Alaves,Getafe,3,0,18,6,8,2,,,,,,,2.33,2.82,3.62,2.32,2.76,3.75,,,,,3.08,1.35,3.32,1.32,-0.25,-0.25,,,,
SP1,15/08/2026,Sevilla,Vallecano,2,1,13,6,4,3,,,,,,,2.29,3.17,3.26,2.49,2.92,3.19,,,,,2.24,1.61,2.53,1.5,-0.25,0,,,,
SP1,16/08/2026,Santander,Villarreal,2,2,17,12,3,7,,,,,,,3.14,3.5,2.16,3.69,3.77,1.92,,,,,1.77,1.98,1.52,2.47,0.25,0.5,,,,
SP1,16/08/2026,Espanol,Levante,3,0,16,4,6,0,,,,,,,2.06,3.25,3.68,2.1,3.23,3.71,,,,,2.18,1.64,2.13,1.68,-0.25,-0.5,,,,
SP1,17/08/2026,La Coruna,Elche,1,1,8,11,3,6,,,,,,,2.31,3.01,3.28,2.19,3.15,3.53,,,,,2.27,1.59,2.25,1.61,-0.25,-0.25,,,,
SP1,19/08/2026,Ath Madrid,Malaga,2,0,15,5,6,1,,,,,,,1.3,5.27,10.19,1.46,4.51,6.53,,,,,1.71,2.06,1.63,2.22,-1.5,-1.25,,,,
SP1,20/08/2026,Vallecano,Alaves,1,1,8,15,3,3,,,,,,,2.23,2.99,3.52,2.42,3.07,3.07,,,,,2.63,1.45,2.3,1.59,-0.25,-0.25,,,,
SP1,21/08/2026,Betis,Sociedad,1,0,18,9,7,3,,,,,,,2.05,3.51,3.48,2.11,3.43,3.38,,,,,1.79,1.96,1.78,1.97,-0.5,-0.25,,,,
SP1,22/08/2026,Ath Bilbao,Sevilla,1,3,18,7,8,4,,,,,,,1.7,3.56,5.13,1.75,3.57,4.79,,,,,2.2,1.63,2.1,1.69,-0.75,-0.75,,,,
SP1,22/08/2026,Valencia,Celta,0,0,8,7,2,3,,,,,,,2.33,3.21,3.13,2.42,3.12,3.04,,,,,2.2,1.63,2.26,1.6,-0.25,-0.25,,,,
SP1,22/08/2026,Espanol,Real Madrid,1,2,8,21,3,8,,,,,,,7.36,4.59,1.41,7.35,4.88,1.39,,,,,1.68,2.11,1.52,2.45,1.25,1.25,,,,
SP1,23/08/2026,Ath Madrid,Villarreal,2,2,19,13,4,6,,,,,,,1.85,3.57,3.98,1.78,3.83,4.15,,,,,1.82,1.91,1.62,2.22,-0.5,-0.5,,,,
